1.0000000e+00,0.0000000e+00,9.9539000e-01,-5.8890000e-02,8.5243000e-01,2.3060000e-02,8.3398000e-01,-3.7708000e-01,1.0000000e+00,3.7600000e-02,8.5243000e-01,-1.7755000e-01,5.9755000e-01,-4.4945000e-01,6.0536000e-01,-3.8223000e-01,8.4356000e-01,-3.8542000e-01,5.8212000e-01,-3.2192000e-01,5.6971000e-01,-2.9674000e-01,3.6946000e-01,-4.7357000e-01,5.6811000e-01,-5.1171000e-01,4.1078000e-01,-4.6168000e-01,2.1266000e-01,-3.4090000e-01,4.2267000e-01,-5.4487000e-01,1.8641000e-01,-4.5300000e-01
1.0000000e+00,0.0000000e+00,1.0000000e+00,-1.8829000e-01,9.3035000e-01,-3.6156000e-01,-1.0868000e-01,-9.3597000e-01,1.0000000e+00,-4.5490000e-02,5.0874000e-01,-6.7743000e-01,3.4432000e-01,-6.9707000e-01,-5.1685000e-01,-9.7515000e-01,5.4990000e-02,-6.2237000e-01,3.3109000e-01,-1.0000000e+00,-1.3151000e-01,-4.5300000e-01,-1.8056000e-01,-3.5734000e-01,-2.0332000e-01,-2.6569000e-01,-2.0468000e-01,-1.8401000e-01,-1.9040000e-01,-1.1593000e-01,-1.6626000e-01,-6.2880000e-02,-1.3738000e-01,-2.4470000e-02
1.0000000e+00,0.0000000e+00,1.0000000e+00,-3.3650000e-02,1.0000000e+00,4.8500000e-03,1.0000000e+00,-1.2062000e-01,8.8965000e-01,1.1980000e-02,7.3082000e-01,5.3460000e-02,8.5443000e-01,8.2700000e-03,5.4591000e-01,2.9900000e-03,8.3775000e-01,-1.3644000e-01,7.5535000e-01,-8.5400000e-02,7.0887000e-01,-2.7502000e-01,4.3385000e-01,-1.2062000e-01,5.7528000e-01,-4.0220000e-01,5.8984000e-01,-2.2145000e-01,4.3100000e-01,-1.7365000e-01,6.0436000e-01,-2.4180000e-01,5.6045000e-01,-3.8238000e-01
1.0000000e+00,0.0000000e+00,1.0000000e+00,-4.5161000e-01,1.0000000e+00,1.0000000e+00,7.1216000e-01,-1.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,-1.0000000e+00,1.4516000e-01,5.4094000e-01,-3.9330000e-01,-1.0000000e+00,-5.4467000e-01,-6.9975000e-01,1.0000000e+00,0.0000000e+00,0.0000000e+00,1.0000000e+00,9.0695000e-01,5.1613000e-01,1.0000000e+00,1.0000000e+00,-2.0099000e-01,2.5682000e-01,1.0000000e+00,-3.2382000e-01,1.0000000e+00
1.0000000e+00,0.0000000e+00,1.0000000e+00,-2.4010000e-02,9.4140000e-01,6.5310000e-02,9.2106000e-01,-2.3255000e-01,7.7152000e-01,-1.6399000e-01,5.2798000e-01,-2.0275000e-01,5.6409000e-01,-7.1200000e-03,3.4395000e-01,-2.7457000e-01,5.2940000e-01,-2.1780000e-01,4.5107000e-01,-1.7813000e-01,5.9820000e-02,-3.5575000e-01,2.3090000e-02,-5.2879000e-01,3.2860000e-02,-6.5158000e-01,1.3290000e-01,-5.3206000e-01,2.4310000e-02,-6.2197000e-01,-5.7070000e-02,-5.9573000e-01,-4.6080000e-02,-6.5697000e-01
1.0000000e+00,0.0000000e+00,2.3370000e-02,-5.9200000e-03,-9.9240000e-02,-1.1949000e-01,-7.6300000e-03,-1.1824000e-01,1.4706000e-01,6.6370000e-02,3.7860000e-02,-6.3020000e-02,0.0000000e+00,0.0000000e+00,-4.5720000e-02,-1.5540000e-01,-3.4300000e-03,-1.0196000e-01,-1.1575000e-01,-5.4140000e-02,1.8380000e-02,3.6690000e-02,1.5190000e-02,8.8800000e-03,3.5130000e-02,-1.5350000e-02,-3.2400000e-02,9.2230000e-02,-7.8590000e-02,7.3200000e-03,0.0000000e+00,0.0000000e+00,-3.9000000e-04,1.2011000e-01
1.0000000e+00,0.0000000e+00,9.7588000e-01,-1.0602000e-01,9.4601000e-01,-2.0800000e-01,9.2806000e-01,-2.8350000e-01,8.5996000e-01,-2.7342000e-01,7.9766000e-01,-4.7929000e-01,7.8225000e-01,-5.0764000e-01,7.4628000e-01,-6.1436000e-01,5.7945000e-01,-6.8086000e-01,3.7852000e-01,-7.3641000e-01,3.6324000e-01,-7.6562000e-01,3.1898000e-01,-7.9753000e-01,2.2792000e-01,-8.1634000e-01,1.3659000e-01,-8.2510000e-01,4.6060000e-02,-8.2395000e-01,-4.2620000e-02,-8.1318000e-01,-1.3832000e-01,-8.0975000e-01
0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.0000000e+00,-1.0000000e+00,0.0000000e+00,0.0000000e+00,-1.0000000e+00,-1.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.0000000e+00,1.0000000e+00,-1.0000000e+00,-1.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,1.0000000e+00,0.0000000e+00,0.0000000e+00,1.0000000e+00,1.0000000e+00,0.0000000e+00,0.0000000e+00
1.0000000e+00,0.0000000e+00,9.6355000e-01,-7.1980000e-02,1.0000000e+00,-1.4333000e-01,1.0000000e+00,-2.1313000e-01,1.0000000e+00,-3.6174000e-01,9.2570000e-01,-4.3569000e-01,9.4510000e-01,-4.0668000e-01,9.0392000e-01,-4.6381000e-01,9.8305000e-01,-3.5257000e-01,8.4537000e-01,-6.6020000e-01,7.5346000e-01,-6.0589000e-01,6.9637000e-01,-6.4225000e-01,8.5106000e-01,-6.5440000e-01,5.7577000e-01,-6.9712000e-01,2.5435000e-01,-6.3919000e-01,4.5114000e-01,-7.2779000e-01,3.8895000e-01,-7.3420000e-01
1.0000000e+00,0.0000000e+00,-1.8640000e-02,-8.4590000e-02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1470000e-01,-2.6810000e-01,-4.5663000e-01,-3.8172000e-01,0.0000000e+00,0.0000000e+00,-3.3656000e-01,3.8602000e-01,-3.7133000e-01,1.5018000e-01,6.3728000e-01,2.2115000e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,-1.4803000e-01,-1.3260000e-02,2.0645000e-01,-2.2940000e-02,0.0000000e+00,0.0000000e+00,1.6595000e-01,2.4086000e-01,-8.2080000e-02,3.8065000e-01
